"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"crm后台——UI自动化测试项目","渠道一键2+1模块","渠道一键2+1模块 -- 【一键2+1】功能是否有效","0","0","1","0","0"
